Kod;Wiek;Rok;Wartosc;Jednostka miary;Płeć
5020000000;35-39;2014;238948;osoba;ogółem
5020000000;35-39;2015;243340;osoba;ogółem
5020000000;35-39;2010;106809;osoba;mężczyźni
5020000000;35-39;2011;111558;osoba;mężczyźni
5020000000;35-39;2012;115551;osoba;mężczyźni
5020000000;35-39;2013;118444;osoba;mężczyźni
5020000000;35-39;2014;121355;osoba;mężczyźni
5020000000;35-39;2015;123492;osoba;mężczyźni
5020000000;35-39;2010;103018;osoba;kobiety
5020000000;35-39;2011;107685;osoba;kobiety
5020000000;35-39;2012;111599;osoba;kobiety
5020000000;35-39;2013;114799;osoba;kobiety
5020000000;35-39;2014;117593;osoba;kobiety
5020000000;35-39;2015;119848;osoba;kobiety
5020000000;40-44;2010;169077;osoba;ogółem
5020000000;40-44;2011;173130;osoba;ogółem
5020000000;40-44;2012;179968;osoba;ogółem
5020000000;40-44;2013;188260;osoba;ogółem
5020000000;40-44;2014;197282;osoba;ogółem
5020000000;40-44;2015;207263;osoba;ogółem
5020000000;40-44;2010;85751;osoba;mężczyźni
5020000000;40-44;2011;87788;osoba;mężczyźni
5020000000;40-44;2012;91327;osoba;mężczyźni
5020000000;40-44;2013;95541;osoba;mężczyźni
5020000000;40-44;2014;100157;osoba;mężczyźni
5020000000;40-44;2015;105202;osoba;mężczyźni
5020000000;40-44;2010;83326;osoba;kobiety
5020000000;40-44;2011;85342;osoba;kobiety
5020000000;40-44;2012;88641;osoba;kobiety
5020000000;40-44;2013;92719;osoba;kobiety
5020000000;40-44;2014;97125;osoba;kobiety
5020000000;40-44;2015;102061;osoba;kobiety
5020000000;45-49;2010;182466;osoba;ogółem
5020000000;45-49;2011;174964;osoba;ogółem
5020000000;45-49;2012;169931;osoba;ogółem
5020000000;45-49;2013;166202;osoba;ogółem
5020000000;45-49;2014;164903;osoba;ogółem
5020000000;45-49;2015;165976;osoba;ogółem
5020000000;45-49;2010;90634;osoba;mężczyźni
5020000000;45-49;2011;87103;osoba;mężczyźni
5020000000;45-49;2012;85020;osoba;mężczyźni
5020000000;45-49;2013;83401;osoba;mężczyźni
5020000000;45-49;2014;82914;osoba;mężczyźni
5020000000;45-49;2015;83602;osoba;mężczyźni
5020000000;45-49;2010;91832;osoba;kobiety
5020000000;45-49;2011;87861;osoba;kobiety
5020000000;45-49;2012;84911;osoba;kobiety
5020000000;45-49;2013;82801;osoba;kobiety
5020000000;45-49;2014;81989;osoba;kobiety
5020000000;45-49;2015;82374;osoba;kobiety
5020000000;50-54;2010;237083;osoba;ogółem
5020000000;50-54;2011;225717;osoba;ogółem
5020000000;50-54;2012;211904;osoba;ogółem
5020000000;50-54;2013;198201;osoba;ogółem
5020000000;50-54;2014;186489;osoba;ogółem
5020000000;50-54;2015;177397;osoba;ogółem
5020000000;50-54;2010;115925;osoba;mężczyźni
5020000000;50-54;2011;110411;osoba;mężczyźni
5020000000;50-54;2012;103537;osoba;mężczyźni
5020000000;50-54;2013;96841;osoba;mężczyźni
5020000000;50-54;2014;91209;osoba;mężczyźni
5020000000;50-54;2015;87085;osoba;mężczyźni
5020000000;50-54;2010;121158;osoba;kobiety
5020000000;50-54;2011;115306;osoba;kobiety
5020000000;50-54;2012;108367;osoba;kobiety
5020000000;50-54;2013;101360;osoba;kobiety
5020000000;50-54;2014;95280;osoba;kobiety
5020000000;50-54;2015;90312;osoba;kobiety
5020000000;55-59;2010;245250;osoba;ogółem
5020000000;55-59;2011;244838;osoba;ogółem
5020000000;55-59;2012;243037;osoba;ogółem
5020000000;55-59;2013;240964;osoba;ogółem
5020000000;55-59;2014;236588;osoba;ogółem
5020000000;55-59;2015;227101;osoba;ogółem
5020000000;55-59;2010;116868;osoba;mężczyźni
5020000000;55-59;2011;117055;osoba;mężczyźni
5020000000;55-59;2012;116317;osoba;mężczyźni
5020000000;55-59;2013;115310;osoba;mężczyźni
5020000000;55-59;2014;113470;osoba;mężczyźni
5020000000;55-59;2015;108925;osoba;mężczyźni
5020000000;55-59;2010;128382;osoba;kobiety
5020000000;55-59;2011;127783;osoba;kobiety
5020000000;55-59;2012;126720;osoba;kobiety
5020000000;55-59;2013;125654;osoba;kobiety
5020000000;55-59;2014;123118;osoba;kobiety
5020000000;55-59;2015;118176;osoba;kobiety
5020000000;60-64;2010;195669;osoba;ogółem
5020000000;60-64;2011;209913;osoba;ogółem
5020000000;60-64;2012;218988;osoba;ogółem
5020000000;60-64;2013;223614;osoba;ogółem
5020000000;60-64;2014;226724;osoba;ogółem
5020000000;60-64;2015;230112;osoba;ogółem
5020000000;60-64;2010;91161;osoba;mężczyźni
5020000000;60-64;2011;97412;osoba;mężczyźni
5020000000;60-64;2012;101482;osoba;mężczyźni
5020000000;60-64;2013;103576;osoba;mężczyźni
5020000000;60-64;2014;104922;osoba;mężczyźni
5020000000;60-64;2015;106567;osoba;mężczyźni
5020000000;60-64;2010;104508;osoba;kobiety
5020000000;60-64;2011;112501;osoba;kobiety
5020000000;60-64;2012;117506;osoba;kobiety
5020000000;60-64;2013;120038;osoba;kobiety
5020000000;60-64;2014;121802;osoba;kobiety
5020000000;60-64;2015;123545;osoba;kobiety
5020000000;65-69;2010;96159;osoba;ogółem
5020000000;65-69;2011;105035;osoba;ogółem
5020000000;65-69;2012;120836;osoba;ogółem
5020000000;65-69;2013;140123;osoba;ogółem
5020000000;65-69;2014;159101;osoba;ogółem
5020000000;65-69;2015;179056;osoba;ogółem
5020000000;65-69;2010;41524;osoba;mężczyźni
5020000000;65-69;2011;46161;osoba;mężczyźni
5020000000;65-69;2012;53759;osoba;mężczyźni
5020000000;65-69;2013;62781;osoba;mężczyźni
5020000000;65-69;2014;71334;osoba;mężczyźni
5020000000;65-69;2015;80191;osoba;mężczyźni
5020000000;65-69;2010;54635;osoba;kobiety
5020000000;65-69;2011;58874;osoba;kobiety
5020000000;65-69;2012;67077;osoba;kobiety
5020000000;65-69;2013;77342;osoba;kobiety
5020000000;65-69;2014;87767;osoba;kobiety
5020000000;65-69;2015;98865;osoba;kobiety
5020000000;70 i więcej;2010;293025;osoba;ogółem
5020000000;70 i więcej;2011;294232;osoba;ogółem
5020000000;70 i więcej;2012;293217;osoba;ogółem
5020000000;70 i więcej;2013;291990;osoba;ogółem
5020000000;70 i więcej;2014;292377;osoba;ogółem
5020000000;70 i więcej;2015;291561;osoba;ogółem
5020000000;70 i więcej;2010;99085;osoba;mężczyźni
5020000000;70 i więcej;2011;99606;osoba;mężczyźni
5020000000;70 i więcej;2012;99386;osoba;mężczyźni
5020000000;70 i więcej;2013;99169;osoba;mężczyźni
5020000000;70 i więcej;2014;99789;osoba;mężczyźni
5020000000;70 i więcej;2015;99983;osoba;mężczyźni
5020000000;70 i więcej;2010;193940;osoba;kobiety
5020000000;70 i więcej;2011;194626;osoba;kobiety
5020000000;70 i więcej;2012;193831;osoba;kobiety
5020000000;70 i więcej;2013;192821;osoba;kobiety
5020000000;70 i więcej;2014;192588;osoba;kobiety
5020000000;70 i więcej;2015;191578;osoba;kobiety
5020000000;70-74;2010;101082;osoba;ogółem
5020000000;70-74;2011;97640;osoba;ogółem
5020000000;70-74;2012;93045;osoba;ogółem
5020000000;70-74;2013;89466;osoba;ogółem
5020000000;70-74;2014;87411;osoba;ogółem
5020000000;70-74;2015;85213;osoba;ogółem
5020000000;70-74;2010;38881;osoba;mężczyźni
5020000000;70-74;2011;37930;osoba;mężczyźni
5020000000;70-74;2012;36500;osoba;mężczyźni
5020000000;70-74;2013;35488;osoba;mężczyźni
5020000000;70-74;2014;35344;osoba;mężczyźni
5020000000;70-74;2015;34889;osoba;mężczyźni
5020000000;70-74;2010;62201;osoba;kobiety
5020000000;70-74;2011;59710;osoba;kobiety
5020000000;70-74;2012;56545;osoba;kobiety
5020000000;70-74;2013;53978;osoba;kobiety
5020000000;70-74;2014;52067;osoba;kobiety
5020000000;70-74;2015;50324;osoba;kobiety
5020000000;75-79;2010;87707;osoba;ogółem
5020000000;75-79;2011;88130;osoba;ogółem
5020000000;75-79;2012;87473;osoba;ogółem
5020000000;75-79;2013;86836;osoba;ogółem
5020000000;75-79;2014;85829;osoba;ogółem
5020000000;75-79;2015;84628;osoba;ogółem
5020000000;75-79;2010;30793;osoba;mężczyźni
5020000000;75-79;2011;30902;osoba;mężczyźni
5020000000;75-79;2012;30826;osoba;mężczyźni
5020000000;75-79;2013;30624;osoba;mężczyźni
5020000000;75-79;2014;30325;osoba;mężczyźni
5020000000;75-79;2015;30137;osoba;mężczyźni
5020000000;75-79;2010;56914;osoba;kobiety
5020000000;75-79;2011;57228;osoba;kobiety
5020000000;75-79;2012;56647;osoba;kobiety
5020000000;75-79;2013;56212;osoba;kobiety
5020000000;75-79;2014;55504;osoba;kobiety
5020000000;75-79;2015;54491;osoba;kobiety
5020000000;80-84;2010;64074;osoba;ogółem
5020000000;80-84;2011;64942;osoba;ogółem
5020000000;80-84;2012;66237;osoba;ogółem
5020000000;80-84;2013;66084;osoba;ogółem
5020000000;80-84;2014;66015;osoba;ogółem
5020000000;80-84;2015;65811;osoba;ogółem
5020000000;80-84;2010;18986;osoba;mężczyźni
5020000000;80-84;2011;19632;osoba;mężczyźni
5020000000;80-84;2012;20376;osoba;mężczyźni
5020000000;80-84;2013;20590;osoba;mężczyźni
5020000000;80-84;2014;20730;osoba;mężczyźni
5020000000;80-84;2015;20847;osoba;mężczyźni
5020000000;80-84;2010;45088;osoba;kobiety
5020000000;80-84;2011;45310;osoba;kobiety
5020000000;80-84;2012;45861;osoba;kobiety
5020000000;80-84;2013;45494;osoba;kobiety
5020000000;80-84;2014;45285;osoba;kobiety
5020000000;80-84;2015;44964;osoba;kobiety
5020000000;85 i więcej;2010;40162;osoba;ogółem
5020000000;85 i więcej;2011;43520;osoba;ogółem
5020000000;85 i więcej;2012;46462;osoba;ogółem
5020000000;85 i więcej;2013;49604;osoba;ogółem
5020000000;85 i więcej;2014;53122;osoba;ogółem
5020000000;85 i więcej;2015;55909;osoba;ogółem
5020000000;85 i więcej;2010;10425;osoba;mężczyźni
5020000000;85 i więcej;2011;11142;osoba;mężczyźni
5020000000;85 i więcej;2012;11684;osoba;mężczyźni
5020000000;85 i więcej;2013;12467;osoba;mężczyźni
5020000000;85 i więcej;2014;13390;osoba;mężczyźni
5020000000;85 i więcej;2015;14110;osoba;mężczyźni
5020000000;85 i więcej;2010;29737;osoba;kobiety
5020000000;85 i więcej;2011;32378;osoba;kobiety
5020000000;85 i więcej;2012;34778;osoba;kobiety
5020000000;85 i więcej;2013;37137;osoba;kobiety
5020000000;85 i więcej;2014;39732;osoba;kobiety
5020000000;85 i więcej;2015;41799;osoba;kobiety
5020000000;0-14;2010;;osoba;ogółem
5020000000;0-14;2011;;osoba;ogółem
5020000000;0-14;2012;;osoba;ogółem
5020000000;0-14;2013;405880;osoba;ogółem
5020000000;0-14;2014;407364;osoba;ogółem
5020000000;0-14;2015;408194;osoba;ogółem
5020000000;0-14;2010;;osoba;mężczyźni
5020000000;0-14;2011;;osoba;mężczyźni
5020000000;0-14;2012;;osoba;mężczyźni
5020000000;0-14;2013;208084;osoba;mężczyźni
5020000000;0-14;2014;208860;osoba;mężczyźni
5020000000;0-14;2015;209358;osoba;mężczyźni
5020000000;0-14;2010;;osoba;kobiety
5020000000;0-14;2011;;osoba;kobiety
5020000000;0-14;2012;;osoba;kobiety
5020000000;0-14;2013;197796;osoba;kobiety
5020000000;0-14;2014;198504;osoba;kobiety
5020000000;0-14;2015;198836;osoba;kobiety
5160000000;ogółem;2010;1017241;osoba;ogółem
5160000000;ogółem;2011;1013950;osoba;ogółem
5160000000;ogółem;2012;1010203;osoba;ogółem
5160000000;ogółem;2013;1004416;osoba;ogółem
5160000000;ogółem;2014;1000858;osoba;ogółem
5160000000;ogółem;2015;996011;osoba;ogółem
5160000000;ogółem;2010;491801;osoba;mężczyźni
5160000000;ogółem;2011;490194;osoba;mężczyźni
5160000000;ogółem;2012;488457;osoba;mężczyźni
5160000000;ogółem;2013;485944;osoba;mężczyźni
5160000000;ogółem;2014;484182;osoba;mężczyźni
5160000000;ogółem;2015;481948;osoba;mężczyźni
5160000000;ogółem;2010;525440;osoba;kobiety
5160000000;ogółem;2011;523756;osoba;kobiety
5160000000;ogółem;2012;521746;osoba;kobiety
5160000000;ogółem;2013;518472;osoba;kobiety
5160000000;ogółem;2014;516676;osoba;kobiety
5160000000;ogółem;2015;514063;osoba;kobiety
5160000000;0-4;2010;46408;osoba;ogółem
5160000000;0-4;2011;46249;osoba;ogółem
5160000000;0-4;2012;46203;osoba;ogółem
5160000000;0-4;2013;44625;osoba;ogółem
5160000000;0-4;2014;43439;osoba;ogółem
5160000000;0-4;2015;42534;osoba;ogółem
5160000000;0-4;2010;23902;osoba;mężczyźni
5160000000;0-4;2011;23696;osoba;mężczyźni
5160000000;0-4;2012;23635;osoba;mężczyźni
5160000000;0-4;2013;22949;osoba;mężczyźni
5160000000;0-4;2014;22331;osoba;mężczyźni
5160000000;0-4;2015;21961;osoba;mężczyźni
5160000000;0-4;2010;22506;osoba;kobiety
5160000000;0-4;2011;22553;osoba;kobiety
5160000000;0-4;2012;22568;osoba;kobiety
5160000000;0-4;2013;21676;osoba;kobiety
5160000000;0-4;2014;21108;osoba;kobiety
5160000000;0-4;2015;20573;osoba;kobiety
5160000000;05.wrz;2010;42589;osoba;ogółem
5160000000;05.wrz;2011;42422;osoba;ogółem
5160000000;05.wrz;2012;42827;osoba;ogółem
5160000000;05.wrz;2013;44208;osoba;ogółem
5160000000;05.wrz;2014;45625;osoba;ogółem
5160000000;05.wrz;2015;46110;osoba;ogółem
5160000000;05.wrz;2010;21901;osoba;mężczyźni
5160000000;05.wrz;2011;21821;osoba;mężczyźni
5160000000;05.wrz;2012;22100;osoba;mężczyźni
5160000000;05.wrz;2013;22789;osoba;mężczyźni
5160000000;05.wrz;2014;23456;osoba;mężczyźni
5160000000;05.wrz;2015;23736;osoba;mężczyźni
5160000000;05.wrz;2010;20688;osoba;kobiety
5160000000;05.wrz;2011;20601;osoba;kobiety
5160000000;05.wrz;2012;20727;osoba;kobiety
5160000000;05.wrz;2013;21419;osoba;kobiety
5160000000;05.wrz;2014;22169;osoba;kobiety
5160000000;05.wrz;2015;22374;osoba;kobiety
5160000000;pa�.14;2010;50044;osoba;ogółem
5160000000;pa�.14;2011;48035;osoba;ogółem
5160000000;pa�.14;2012;46089;osoba;ogółem
5160000000;pa�.14;2013;44291;osoba;ogółem
5160000000;pa�.14;2014;42926;osoba;ogółem
5160000000;pa�.14;2015;42215;osoba;ogółem
5160000000;pa�.14;2010;25587;osoba;mężczyźni
5160000000;pa�.14;2011;24590;osoba;mężczyźni
5160000000;pa�.14;2012;23690;osoba;mężczyźni
5160000000;pa�.14;2013;22796;osoba;mężczyźni
5160000000;pa�.14;2014;22131;osoba;mężczyźni
5160000000;pa�.14;2015;21751;osoba;mężczyźni
5160000000;pa�.14;2010;24457;osoba;kobiety
5160000000;pa�.14;2011;23445;osoba;kobiety
5160000000;pa�.14;2012;22399;osoba;kobiety
5160000000;pa�.14;2013;21495;osoba;kobiety
5160000000;pa�.14;2014;20795;osoba;kobiety
5160000000;pa�.14;2015;20464;osoba;kobiety
5160000000;15-19;2010;62395;osoba;ogółem
5160000000;15-19;2011;58769;osoba;ogółem
5160000000;15-19;2012;56265;osoba;ogółem
5160000000;15-19;2013;53630;osoba;ogółem
5160000000;15-19;2014;51361;osoba;ogółem
5160000000;15-19;2015;49422;osoba;ogółem
5160000000;15-19;2010;31697;osoba;mężczyźni
5160000000;15-19;2011;29849;osoba;mężczyźni
5160000000;15-19;2012;28501;osoba;mężczyźni
5160000000;15-19;2013;27272;osoba;mężczyźni
5160000000;15-19;2014;26210;osoba;mężczyźni
5160000000;15-19;2015;25284;osoba;mężczyźni
5160000000;15-19;2010;30698;osoba;kobiety
5160000000;15-19;2011;28920;osoba;kobiety
5160000000;15-19;2012;27764;osoba;kobiety
5160000000;15-19;2013;26358;osoba;kobiety
5160000000;15-19;2014;25151;osoba;kobiety
5160000000;15-19;2015;24138;osoba;kobiety
5160000000;20-24;2010;77297;osoba;ogółem
5160000000;20-24;2011;75070;osoba;ogółem
5160000000;20-24;2012;71707;osoba;ogółem
5160000000;20-24;2013;68257;osoba;ogółem
5160000000;20-24;2014;64773;osoba;ogółem
5160000000;20-24;2015;61144;osoba;ogółem
5160000000;20-24;2010;38856;osoba;mężczyźni
5160000000;20-24;2011;37876;osoba;mężczyźni
5160000000;20-24;2012;36488;osoba;mężczyźni
5160000000;20-24;2013;34747;osoba;mężczyźni
5160000000;20-24;2014;32913;osoba;mężczyźni
5160000000;20-24;2015;30998;osoba;mężczyźni
5160000000;20-24;2010;38441;osoba;kobiety
5160000000;20-24;2011;37194;osoba;kobiety
5160000000;20-24;2012;35219;osoba;kobiety
5160000000;20-24;2013;33510;osoba;kobiety
5160000000;20-24;2014;31860;osoba;kobiety
5160000000;20-24;2015;30146;osoba;kobiety
5160000000;25-29;2010;84659;osoba;ogółem
5160000000;25-29;2011;84290;osoba;ogółem
5160000000;25-29;2012;82705;osoba;ogółem
5160000000;25-29;2013;79820;osoba;ogółem
5160000000;25-29;2014;77294;osoba;ogółem
5160000000;25-29;2015;74831;osoba;ogółem
5160000000;25-29;2010;42174;osoba;mężczyźni
5160000000;25-29;2011;42117;osoba;mężczyźni
5160000000;25-29;2012;41262;osoba;mężczyźni
5160000000;25-29;2013;40016;osoba;mężczyźni
5160000000;25-29;2014;38967;osoba;mężczyźni
5160000000;25-29;2015;37900;osoba;mężczyźni
5160000000;25-29;2010;42485;osoba;kobiety
5160000000;25-29;2011;42173;osoba;kobiety
5160000000;25-29;2012;41443;osoba;kobiety
5160000000;25-29;2013;39804;osoba;kobiety
5160000000;25-29;2014;38327;osoba;kobiety
5160000000;25-29;2015;36931;osoba;kobiety
5160000000;30-34;2010;79496;osoba;ogółem
5160000000;30-34;2011;79719;osoba;ogółem
5160000000;30-34;2012;80451;osoba;ogółem
5160000000;30-34;2013;81806;osoba;ogółem
5160000000;30-34;2014;82091;osoba;ogółem
5160000000;30-34;2015;81991;osoba;ogółem
5160000000;30-34;2010;39977;osoba;mężczyźni
5160000000;30-34;2011;40001;osoba;mężczyźni
5160000000;30-34;2012;40251;osoba;mężczyźni
5160000000;30-34;2013;40937;osoba;mężczyźni
5160000000;30-34;2014;41064;osoba;mężczyźni
5160000000;30-34;2015;41063;osoba;mężczyźni
5160000000;30-34;2010;39519;osoba;kobiety
5160000000;30-34;2011;39718;osoba;kobiety
5160000000;30-34;2012;40200;osoba;kobiety
5160000000;30-34;2013;40869;osoba;kobiety
5160000000;30-34;2014;41027;osoba;kobiety
5160000000;30-34;2015;40928;osoba;kobiety
5160000000;35-39;2010;72445;osoba;ogółem
5160000000;35-39;2011;73811;osoba;ogółem
5160000000;35-39;2012;75038;osoba;ogółem
5160000000;35-39;2013;75920;osoba;ogółem
5160000000;35-39;2014;77075;osoba;ogółem
5160000000;35-39;2015;77613;osoba;ogółem
5160000000;35-39;2010;36313;osoba;mężczyźni
5160000000;35-39;2011;37176;osoba;mężczyźni
5160000000;35-39;2012;37889;osoba;mężczyźni
5160000000;35-39;2013;38322;osoba;mężczyźni
5160000000;35-39;2014;38795;osoba;mężczyźni
5160000000;35-39;2015;39033;osoba;mężczyźni
5160000000;35-39;2010;36132;osoba;kobiety
5160000000;35-39;2011;36635;osoba;kobiety
5160000000;35-39;2012;37149;osoba;kobiety
5160000000;35-39;2013;37598;osoba;kobiety
5160000000;35-39;2014;38280;osoba;kobiety
5160000000;35-39;2015;38580;osoba;kobiety
5160000000;40-44;2010;68981;osoba;ogółem
5160000000;40-44;2011;68574;osoba;ogółem
5160000000;40-44;2012;68694;osoba;ogółem
5160000000;40-44;2013;68984;osoba;ogółem
5160000000;40-44;2014;69764;osoba;ogółem
5160000000;40-44;2015;70960;osoba;ogółem
5160000000;40-44;2010;34849;osoba;mężczyźni
5160000000;40-44;2011;34416;osoba;mężczyźni
5160000000;40-44;2012;34372;osoba;mężczyźni
5160000000;40-44;2013;34503;osoba;mężczyźni
5160000000;40-44;2014;34867;osoba;mężczyźni
5160000000;40-44;2015;35527;osoba;mężczyźni
5160000000;40-44;2010;34132;osoba;kobiety
5160000000;40-44;2011;34158;osoba;kobiety
5160000000;40-44;2012;34322;osoba;kobiety
5160000000;40-44;2013;34481;osoba;kobiety
5160000000;40-44;2014;34897;osoba;kobiety
5160000000;40-44;2015;35433;osoba;kobiety
5160000000;45-49;2010;73635;osoba;ogółem
5160000000;45-49;2011;71859;osoba;ogółem
5160000000;45-49;2012;70400;osoba;ogółem
5160000000;45-49;2013;68736;osoba;ogółem
5160000000;45-49;2014;67806;osoba;ogółem
5160000000;45-49;2015;67087;osoba;ogółem
5160000000;45-49;2010;37557;osoba;mężczyźni
5160000000;45-49;2011;36680;osoba;mężczyźni
5160000000;45-49;2012;35809;osoba;mężczyźni
5160000000;45-49;2013;34882;osoba;mężczyźni
5160000000;45-49;2014;34253;osoba;mężczyźni
5160000000;45-49;2015;33761;osoba;mężczyźni
5160000000;45-49;2010;36078;osoba;kobiety
5160000000;45-49;2011;35179;osoba;kobiety
5160000000;45-49;2012;34591;osoba;kobiety
5160000000;45-49;2013;33854;osoba;kobiety
5160000000;45-49;2014;33553;osoba;kobiety
5160000000;45-49;2015;33326;osoba;kobiety
5160000000;50-54;2010;79999;osoba;ogółem
5160000000;50-54;2011;78957;osoba;ogółem
5160000000;50-54;2012;77334;osoba;ogółem
5160000000;50-54;2013;75270;osoba;ogółem
5160000000;50-54;2014;73044;osoba;ogółem
5160000000;50-54;2015;71147;osoba;ogółem
5160000000;50-54;2010;39932;osoba;mężczyźni
5160000000;50-54;2011;39513;osoba;mężczyźni
5160000000;50-54;2012;38950;osoba;mężczyźni
5160000000;50-54;2013;37920;osoba;mężczyźni
5160000000;50-54;2014;36951;osoba;mężczyźni
5160000000;50-54;2015;35978;osoba;mężczyźni
5160000000;50-54;2010;40067;osoba;kobiety
5160000000;50-54;2011;39444;osoba;kobiety
5160000000;50-54;2012;38384;osoba;kobiety
5160000000;50-54;2013;37350;osoba;kobiety
5160000000;50-54;2014;36093;osoba;kobiety
5160000000;50-54;2015;35169;osoba;kobiety
5160000000;55-59;2010;75390;osoba;ogółem
5160000000;55-59;2011;75886;osoba;ogółem
5160000000;55-59;2012;76191;osoba;ogółem
5160000000;55-59;2013;76765;osoba;ogółem
5160000000;55-59;2014;77117;osoba;ogółem
5160000000;55-59;2015;76556;osoba;ogółem
5160000000;55-59;2010;36582;osoba;mężczyźni
5160000000;55-59;2011;36895;osoba;mężczyźni
5160000000;55-59;2012;37131;osoba;mężczyźni
5160000000;55-59;2013;37559;osoba;mężczyźni
5160000000;55-59;2014;37832;osoba;mężczyźni
5160000000;55-59;2015;37620;osoba;mężczyźni
5160000000;55-59;2010;38808;osoba;kobiety
5160000000;55-59;2011;38991;osoba;kobiety
5160000000;55-59;2012;39060;osoba;kobiety
5160000000;55-59;2013;39206;osoba;kobiety
5160000000;55-59;2014;39285;osoba;kobiety
5160000000;55-59;2015;38936;osoba;kobiety
5160000000;60-64;2010;59821;osoba;ogółem
5160000000;60-64;2011;64276;osoba;ogółem
5160000000;60-64;2012;66999;osoba;ogółem
5160000000;60-64;2013;68434;osoba;ogółem
5160000000;60-64;2014;69616;osoba;ogółem
5160000000;60-64;2015;70563;osoba;ogółem
5160000000;60-64;2010;27856;osoba;mężczyźni
5160000000;60-64;2011;30034;osoba;mężczyźni
5160000000;60-64;2012;31292;osoba;mężczyźni
5160000000;60-64;2013;31974;osoba;mężczyźni
5160000000;60-64;2014;32666;osoba;mężczyźni
5160000000;60-64;2015;33334;osoba;mężczyźni
5160000000;60-64;2010;31965;osoba;kobiety
5160000000;60-64;2011;34242;osoba;kobiety
5160000000;60-64;2012;35707;osoba;kobiety
5160000000;60-64;2013;36460;osoba;kobiety
5160000000;60-64;2014;36950;osoba;kobiety
5160000000;60-64;2015;37229;osoba;kobiety
5160000000;65-69;2010;36485;osoba;ogółem
5160000000;65-69;2011;36437;osoba;ogółem
5160000000;65-69;2012;39782;osoba;ogółem
5160000000;65-69;2013;44169;osoba;ogółem
5160000000;65-69;2014;48953;osoba;ogółem
5160000000;65-69;2015;54729;osoba;ogółem
5160000000;65-69;2010;16211;osoba;mężczyźni
5160000000;65-69;2011;16228;osoba;mężczyźni
5160000000;65-69;2012;17771;osoba;mężczyźni
5160000000;65-69;2013;19815;osoba;mężczyźni
5160000000;65-69;2014;21968;osoba;mężczyźni
5160000000;65-69;2015;24534;osoba;mężczyźni
5160000000;65-69;2010;20274;osoba;kobiety
5160000000;65-69;2011;20209;osoba;kobiety
5160000000;65-69;2012;22011;osoba;kobiety
5160000000;65-69;2013;24354;osoba;kobiety
5160000000;65-69;2014;26985;osoba;kobiety
5160000000;65-69;2015;30195;osoba;kobiety
5160000000;70 i więcej;2010;107597;osoba;ogółem
5160000000;70 i więcej;2011;109596;osoba;ogółem
5160000000;70 i więcej;2012;109518;osoba;ogółem
5160000000;70 i więcej;2013;109501;osoba;ogółem
5160000000;70 i więcej;2014;109974;osoba;ogółem
5160000000;70 i więcej;2015;109109;osoba;ogółem
5160000000;70 i więcej;2010;38407;osoba;mężczyźni
5160000000;70 i więcej;2011;39302;osoba;mężczyźni
5160000000;70 i więcej;2012;39316;osoba;mężczyźni
5160000000;70 i więcej;2013;39463;osoba;mężczyźni
5160000000;70 i więcej;2014;39778;osoba;mężczyźni
5160000000;70 i więcej;2015;39468;osoba;mężczyźni
5160000000;70 i więcej;2010;69190;osoba;kobiety
5160000000;70 i więcej;2011;70294;osoba;kobiety
5160000000;70 i więcej;2012;70202;osoba;kobiety
5160000000;70 i więcej;2013;70038;osoba;kobiety
5160000000;70 i więcej;2014;70196;osoba;kobiety
5160000000;70 i więcej;2015;69641;osoba;kobiety
5160000000;70-74;2010;42435;osoba;ogółem
5160000000;70-74;2011;41552;osoba;ogółem
5160000000;70-74;2012;39058;osoba;ogółem
5160000000;70-74;2013;36820;osoba;ogółem
5160000000;70-74;2014;34875;osoba;ogółem
5160000000;70-74;2015;32275;osoba;ogółem
5160000000;70-74;2010;17070;osoba;mężczyźni
5160000000;70-74;2011;16789;osoba;mężczyźni
5160000000;70-74;2012;15843;osoba;mężczyźni
5160000000;70-74;2013;15101;osoba;mężczyźni
5160000000;70-74;2014;14468;osoba;mężczyźni
5160000000;70-74;2015;13556;osoba;mężczyźni
5160000000;70-74;2010;25365;osoba;kobiety
5160000000;70-74;2011;24763;osoba;kobiety
5160000000;70-74;2012;23215;osoba;kobiety
5160000000;70-74;2013;21719;osoba;kobiety
5160000000;70-74;2014;20407;osoba;kobiety
5160000000;70-74;2015;18719;osoba;kobiety
5160000000;75-79;2010;32565;osoba;ogółem
5160000000;75-79;2011;33458;osoba;ogółem
5160000000;75-79;2012;34049;osoba;ogółem
5160000000;75-79;2013;34637;osoba;ogółem
5160000000;75-79;2014;35259;osoba;ogółem
5160000000;75-79;2015;35238;osoba;ogółem
5160000000;75-79;2010;12227;osoba;mężczyźni
5160000000;75-79;2011;12588;osoba;mężczyźni
5160000000;75-79;2012;12782;osoba;mężczyźni
5160000000;75-79;2013;12957;osoba;mężczyźni
5160000000;75-79;2014;13190;osoba;mężczyźni
5160000000;75-79;2015;13071;osoba;mężczyźni
5160000000;75-79;2010;20338;osoba;kobiety
5160000000;75-79;2011;20870;osoba;kobiety
5160000000;75-79;2012;21267;osoba;kobiety
5160000000;75-79;2013;21680;osoba;kobiety
5160000000;75-79;2014;22069;osoba;kobiety
5160000000;75-79;2015;22167;osoba;kobiety
5160000000;80-84;2010;20526;osoba;ogółem
5160000000;80-84;2011;21538;osoba;ogółem
